Code,Name,Address,Postcode,Postcode nospace,URL,JSON,Council,Constituency,Ward,lat-lng
RGQ02,Brook Birth Centre,"Heath Road, Ipswich, Suffolk, IP4 5PD",IP4 5PD,IP45PD,http://uk-postcodes.com/postcode/IP45PD.json,"{""postcode"":""IP4 5PD"",""geo"":{""lat"":52.06001026725667,""lng"":1.1963605766711167,""easting"":619213.0,""northing"":245003.0,""geohash"":""http://geohash.org/u12b5jppt1r1""},""administrative"":{""council"":{""title"":""Ipswich"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E07000202"",""code"":""E07000202""},""county"":{""title"":""Suffolk"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E10000029"",""code"":""E10000029""},""ward"":{""title"":""Bixley"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E05007118"",""code"":""E05007118""},""constituency"":{""title"":""Ipswich"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E14000761"",""code"":""E14000761""},""electoral_district"":{""title"":""Bixley"",""uri"":""http://data.ordnancesurvey.co.uk/id/7000000000015268"",""code"":""7000000000015268""}}}",Ipswich,Ipswich,Bixley,"52.06001026725667,1.1963605766711167"
RXR10,Burnley Birth Centre,"Casterton Avenue, Burnley, Lancashire, BB10 2PQ",BB10 2PQ,BB102PQ,http://uk-postcodes.com/postcode/BB102PQ.json,"{""postcode"":""BB10 2PQ"",""geo"":{""lat"":53.809833784838794,""lng"":-2.2281492519304607,""easting"":385073.0,""northing"":434862.0,""geohash"":""http://geohash.org/gcw6j7c90253""},""administrative"":{""council"":{""title"":""Burnley"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E07000117"",""code"":""E07000117""},""county"":{""title"":""Lancashire"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E10000017"",""code"":""E10000017""},""ward"":{""title"":""Queensgate"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E05005160"",""code"":""E05005160""},""constituency"":{""title"":""Burnley"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E14000609"",""code"":""E14000609""},""electoral_district"":{""title"":""Burnley North East"",""uri"":""http://data.ordnancesurvey.co.uk/id/7000000000004590"",""code"":""7000000000004590""}}}",Burnley,Burnley,Queensgate,"53.809833784838794,-2.2281492519304607"
RWY02,Calderdale Birth Centre,"Salterhebble, Halifax, West Yorkshire, HX3 0PW",HX3 0PW,HX30PW,http://uk-postcodes.com/postcode/HX30PW.json,"{""postcode"":""HX3 0PW"",""geo"":{""lat"":53.70530950167923,""lng"":-1.8572648097739075,""easting"":409519.0,""northing"":423218.0,""geohash"":""http://geohash.org/gcw9t8z84e6c""},""administrative"":{""council"":{""title"":""Calderdale"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E08000033"",""code"":""E08000033""},""ward"":{""title"":""Skircoat"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E05001383"",""code"":""E05001383""},""constituency"":{""title"":""Halifax"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E14000723"",""code"":""E14000723""}}}",Calderdale,Halifax,Skircoat,"53.70530950167923,-1.8572648097739075"
RA201,Central Delivery Suite,"Egerton Road, Guildford, Surrey, GU2 7XX",GU2 7XX,GU27XX,http://uk-postcodes.com/postcode/GU27XX.json,"{""postcode"":""GU2 7XX"",""geo"":{""lat"":51.241026186482564,""lng"":-0.6074480381915202,""easting"":497304.0,""northing"":150015.0,""geohash"":""http://geohash.org/gcped0jst7tg""},""administrative"":{""council"":{""title"":""Guildford"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E07000209"",""code"":""E07000209""},""county"":{""title"":""Surrey"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E10000030"",""code"":""E10000030""},""ward"":{""title"":""Onslow"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E05007298"",""code"":""E05007298""},""constituency"":{""title"":""Guildford"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E14000719"",""code"":""E14000719""},""electoral_district"":{""title"":""Guildford West"",""uri"":""http://data.ordnancesurvey.co.uk/id/7000000000042812"",""code"":""7000000000042812""}}}",Guildford,Guildford,Onslow,"51.241026186482564,-0.6074480381915202"
RTE01,Cheltenham Aveta Birth Centre,"Sandford Road, Cheltenham, Gloucestershire, GL53 7AN",GL53 7AN,GL537AN,http://uk-postcodes.com/postcode/GL537AN.json,"{""postcode"":""GL53 7AN"",""geo"":{""lat"":51.89319384914385,""lng"":-2.0717975255622427,""easting"":395155.0,""northing"":221629.0,""geohash"":""http://geohash.org/gcnx0yg7g87y""},""administrative"":{""council"":{""title"":""Cheltenham"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E07000078"",""code"":""E07000078""},""county"":{""title"":""Gloucestershire"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E10000013"",""code"":""E10000013""},""ward"":{""title"":""College"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E05004293"",""code"":""E05004293""},""constituency"":{""title"":""Cheltenham"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E14000630"",""code"":""E14000630""},""electoral_district"":{""title"":""Charlton Park and College"",""uri"":""http://data.ordnancesurvey.co.uk/id/7000000000044440"",""code"":""7000000000044440""}}}",Cheltenham,Cheltenham,College,"51.89319384914385,-2.0717975255622427"
RFSDA,Chesterfield Birth Centre (consultant-led),"Calow, Chesterfield, Derbyshire, S44 5BL",S44 5BL,S445BL,http://uk-postcodes.com/postcode/S445BL.json,"{""postcode"":""S44 5BL"",""geo"":{""lat"":53.236225185186946,""lng"":-1.4000663711132928,""easting"":440139.0,""northing"":371189.0,""geohash"":""http://geohash.org/gcrnb5ke2pdu""},""administrative"":{""council"":{""title"":""Chesterfield"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E07000034"",""code"":""E07000034""},""county"":{""title"":""Derbyshire"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E10000007"",""code"":""E10000007""},""ward"":{""title"":""St. Leonard's"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E05003339"",""code"":""E05003339""},""constituency"":{""title"":""Chesterfield"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E14000632"",""code"":""E14000632""},""electoral_district"":{""title"":""Spire"",""uri"":""http://data.ordnancesurvey.co.uk/id/7000000000042719"",""code"":""7000000000042719""}}}",Chesterfield,Chesterfield,St. Leonard's,"53.236225185186946,-1.4000663711132928"
RFSDA,Chesterfield Birth Centre (midwife-led),"Calow, Chesterfield, Derbyshire, S44 5BL",S44 5BL,S445BL,http://uk-postcodes.com/postcode/S445BL.json,"{""postcode"":""S44 5BL"",""geo"":{""lat"":53.236225185186946,""lng"":-1.4000663711132928,""easting"":440139.0,""northing"":371189.0,""geohash"":""http://geohash.org/gcrnb5ke2pdu""},""administrative"":{""council"":{""title"":""Chesterfield"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E07000034"",""code"":""E07000034""},""county"":{""title"":""Derbyshire"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E10000007"",""code"":""E10000007""},""ward"":{""title"":""St. Leonard's"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E05003339"",""code"":""E05003339""},""constituency"":{""title"":""Chesterfield"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E14000632"",""code"":""E14000632""},""electoral_district"":{""title"":""Spire"",""uri"":""http://data.ordnancesurvey.co.uk/id/7000000000042719"",""code"":""7000000000042719""}}}",Chesterfield,Chesterfield,St. Leonard's,"53.236225185186946,-1.4000663711132928"
RYR16,Chichester Birth Centre,"Spitalfield Lane, Chichester, West Sussex, PO19 6SE",PO19 6SE,PO196SE,http://uk-postcodes.com/postcode/PO196SE.json,"{""postcode"":""PO19 6SE"",""geo"":{""lat"":50.84356381463586,""lng"":-0.7680125366279426,""easting"":486835.0,""northing"":105616.0,""geohash"":""http://geohash.org/gcp3nxbc0p0r""},""administrative"":{""council"":{""title"":""Chichester"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E07000225"",""code"":""E07000225""},""county"":{""title"":""West Sussex"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E10000032"",""code"":""E10000032""},""ward"":{""title"":""Chichester North"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E05007606"",""code"":""E05007606""},""constituency"":{""title"":""Chichester"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E14000633"",""code"":""E14000633""},""parish"":{""title"":""Chichester"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E04009888"",""code"":""E04009888""},""electoral_district"":{""title"":""Chichester North"",""uri"":""http://data.ordnancesurvey.co.uk/id/7000000000016451"",""code"":""7000000000016451""}}}",Chichester,Chichester,Chichester North,"50.84356381463586,-0.7680125366279426"
RD102,Chippenham Birth Centre,"Rowden Hill, Chippenham, Wiltshire, SN15 2AJ",SN15 2AJ,SN152AJ,http://uk-postcodes.com/postcode/SN152AJ.json,"{""postcode"":""SN15 2AJ"",""geo"":{""lat"":51.45252465080824,""lng"":-2.1267092624846926,""easting"":391291.0,""northing"":172623.0,""geohash"":""http://geohash.org/gcnkxweksjf8""},""administrative"":{""council"":{""title"":""Wiltshire"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E06000054"",""code"":""E06000054""},""constituency"":{""title"":""Chippenham"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E14000635"",""code"":""E14000635""},""parish"":{""title"":""Chippenham"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E04011672"",""code"":""E04011672""}}}",Wiltshire,Chippenham,,"51.45252465080824,-2.1267092624846926"
RXN01,Chorley Birth Centre,"Preston Road, Chorley, Lancashire, PR7 1PP",PR7 1PP,PR71PP,http://uk-postcodes.com/postcode/PR71PP.json,"{""postcode"":""PR7 1PP"",""geo"":{""lat"":53.66555206371852,""lng"":-2.635736523887457,""easting"":358090.0,""northing"":418973.0,""geohash"":""http://geohash.org/gcw1k188qzur""},""administrative"":{""council"":{""title"":""Chorley"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E07000118"",""code"":""E07000118""},""county"":{""title"":""Lancashire"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E10000017"",""code"":""E10000017""},""ward"":{""title"":""Chorley North West"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E05005171"",""code"":""E05005171""},""constituency"":{""title"":""Chorley"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E14000637"",""code"":""E14000637""},""electoral_district"":{""title"":""Chorley West"",""uri"":""http://data.ordnancesurvey.co.uk/id/7000000000004824"",""code"":""7000000000004824""}}}",Chorley,Chorley,Chorley North West,"53.66555206371852,-2.635736523887457"
RDEE2,Clacton Maternity Unit,"Tower Road, Clacton on Sea, Essex, CO15 1LH",CO15 1LH,CO151LH,http://uk-postcodes.com/postcode/CO151LH.json,"{""postcode"":""CO15 1LH"",""geo"":{""lat"":51.78608101478474,""lng"":1.1481875256612324,""easting"":617230.0,""northing"":214402.0,""geohash"":""http://geohash.org/u10yd5k5f9nw""},""administrative"":{""council"":{""title"":""Tendring"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E07000076"",""code"":""E07000076""},""county"":{""title"":""Essex"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E10000012"",""code"":""E10000012""},""ward"":{""title"":""St. James"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E05004254"",""code"":""E05004254""},""constituency"":{""title"":""Clacton"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E14000642"",""code"":""E14000642""},""electoral_district"":{""title"":""Clacton West"",""uri"":""http://data.ordnancesurvey.co.uk/id/7000000000019529"",""code"":""7000000000019529""}}}",Tendring,Clacton,St. James,"51.78608101478474,1.1481875256612324"
Y144H,Clenoch Birthing Centre,"Dalrymple Street, Stranraer, Wigtownshire, DG9 7DQ",DG9 7DQ,DG97DQ,http://uk-postcodes.com/postcode/DG97DQ.json,"{""postcode"":""DG9 7DQ"",""geo"":{""lat"":54.899064838304575,""lng"":-5.022496952572814,""easting"":206292.0,""northing"":560221.0,""geohash"":""http://geohash.org/gcu2mdndpr6v""},""administrative"":{""council"":{""title"":""Dumfries and Galloway"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/S12000006"",""code"":""S12000006""},""ward"":{""title"":""Wigtown West"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/S13002533"",""code"":""S13002533""},""constituency"":{""title"":""Dumfries and Galloway"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/S14000013"",""code"":""S14000013""}}}",Dumfries and Galloway,Dumfries and Galloway,Wigtown West,"54.899064838304575,-5.022496952572814"
C418H,Community Maternity Unit,"Corsebar Road, Paisley, Renfrewshire, PA2 9PN",PA2 9PN,PA29PN,http://uk-postcodes.com/postcode/PA29PN.json,"{""postcode"":""PA2 9PN"",""geo"":{""lat"":55.83476825649057,""lng"":-4.43788977494979,""easting"":247416.0,""northing"":662859.0,""geohash"":""http://geohash.org/gcuveh2mjejw""},""administrative"":{""council"":{""title"":""Renfrewshire"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/S12000038"",""code"":""S12000038""},""ward"":{""title"":""Paisley North West"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/S13002753"",""code"":""S13002753""},""constituency"":{""title"":""Paisley and Renfrewshire South"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/S14000053"",""code"":""S14000053""}}}",Renfrewshire,Paisley and Renfrewshire South,Paisley North West,"55.83476825649057,-4.43788977494979"
C108H,Community Maternity Unit,"Gortonvogie Road, Bowmore, Isle Of Islay, PA43 7JD",PA43 7JD,PA437JD,http://uk-postcodes.com/postcode/PA437JD.json,"{""postcode"":""PA43 7JD"",""geo"":{""lat"":55.755811049547674,""lng"":-6.279381994256214,""easting"":131605.0,""northing"":659678.0,""geohash"":""http://geohash.org/gcgt1n53pu92""},""administrative"":{""council"":{""title"":""Argyll and Bute"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/S12000035"",""code"":""S12000035""},""ward"":{""title"":""Kintyre and the Islands"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/S13002517"",""code"":""S13002517""},""constituency"":{""title"":""Argyll and Bute"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/S14000005"",""code"":""S14000005""}}}",Argyll and Bute,Argyll and Bute,Kintyre and the Islands,"55.755811049547674,-6.279381994256214"
H214H,Community Maternity Unit,"Broadford, Isle of Skye, IV49ÌÀ9AA",IV49ÌÀ9AA,IV49ÌÀ9AA,http://uk-postcodes.com/postcode/IV49ÌÀ9AA.json,,,,,
A101H,Community Maternity Unit,"Lamlash, Brodick, Isle Of Arran, KA27 8LF",KA27 8LF,KA278LF,http://uk-postcodes.com/postcode/KA278LF.json,"{""postcode"":""KA27 8LF"",""geo"":{""lat"":55.54312825530439,""lng"":-5.115507255227216,""easting"":203533.0,""northing"":632121.0,""geohash"":""http://geohash.org/gcu7gx740j93""},""administrative"":{""council"":{""title"":""North Ayrshire"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/S12000021"",""code"":""S12000021""},""ward"":{""title"":""Ardrossan and Arran"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/S13002708"",""code"":""S13002708""},""constituency"":{""title"":""North Ayrshire and Arran"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/S14000048"",""code"":""S14000048""}}}",North Ayrshire,North Ayrshire and Arran,Ardrossan and Arran,"55.54312825530439,-5.115507255227216"
W108H,Community Maternity Unit,"Balivanich, HS7 5LA",HS7 5LA,HS75LA,http://uk-postcodes.com/postcode/HS75LA.json,"{""postcode"":""HS7 5LA"",""geo"":{""lat"":57.47133096027572,""lng"":-7.371601812181453,""easting"":78111.0,""northing"":855081.0,""geohash"":""http://geohash.org/gf4ybq24v0x6""},""administrative"":{""council"":{""title"":""Na h-Eileanan an Iar"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/S12000013"",""code"":""S12000013""},""ward"":{""title"":""Beinn na Foghla agus Uibhist a Tuath"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/S13002601"",""code"":""S13002601""},""constituency"":{""title"":""Na h-Eileanan an Iar"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/S14000027"",""code"":""S14000027""}}}",Na h-Eileanan an Iar,Na h-Eileanan an Iar,Beinn na Foghla agus Uibhist a Tuath,"57.47133096027572,-7.371601812181453"
C113H,Community Maternity Unit,"High Street, Rothesay, Argyll and Bute, PA20 9JJ",PA20 9JJ,PA209JJ,http://uk-postcodes.com/postcode/PA209JJ.json,"{""postcode"":""PA20 9JJ"",""geo"":{""lat"":55.83039812319679,""lng"":-5.055542966745776,""easting"":208724.0,""northing"":663908.0,""geohash"":""http://geohash.org/gcumsgwetk9c""},""administrative"":{""council"":{""title"":""Argyll and Bute"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/S12000035"",""code"":""S12000035""},""ward"":{""title"":""Isle of Bute"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/S13002523"",""code"":""S13002523""},""constituency"":{""title"":""Argyll and Bute"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/S14000005"",""code"":""S14000005""}}}",Argyll and Bute,Argyll and Bute,Isle of Bute,"55.83039812319679,-5.055542966745776"
T310H,Community Maternity Unit,"Bridge Street, Montrose, Angus, DD10 8AJ",DD10 8AJ,DD108AJ,http://uk-postcodes.com/postcode/DD108AJ.json,"{""postcode"":""DD10 8AJ"",""geo"":{""lat"":56.707359343446875,""lng"":-2.4737703460987817,""easting"":371091.0,""northing"":757395.0,""geohash"":""http://geohash.org/gfn4xeq8kczn""},""administrative"":{""council"":{""title"":""Angus"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/S12000041"",""code"":""S12000041""},""ward"":{""title"":""Montrose and District"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/S13002515"",""code"":""S13002515""},""constituency"":{""title"":""Angus"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/S14000004"",""code"":""S14000004""}}}",Angus,Angus,Montrose and District,"56.707359343446875,-2.4737703460987817"
C121H,Community Maternity Unit,"Glengallan Road, Oban, Argyll, PA34 4HH",PA34 4HH,PA344HH,http://uk-postcodes.com/postcode/PA344HH.json,"{""postcode"":""PA34 4HH"",""geo"":{""lat"":56.40050185614925,""lng"":-5.475482303074711,""easting"":185631.0,""northing"":728559.0,""geohash"":""http://geohash.org/gfh0g7kusp86""},""administrative"":{""council"":{""title"":""Argyll and Bute"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/S12000035"",""code"":""S12000035""},""ward"":{""title"":""Oban South and the Isles"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/S13002519"",""code"":""S13002519""},""constituency"":{""title"":""Argyll and Bute"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/S14000005"",""code"":""S14000005""}}}",Argyll and Bute,Argyll and Bute,Oban South and the Isles,"56.40050185614925,-5.475482303074711"
